Record_ID,Source_File,Doc_Type,Report_No,Client_Titular,Terrain_Block_Parcel,Parish_Municipality,Parcelario_No,Sample_Date,Received_Date,Result_Date,Matrix,Test_Category,Method,Organism_Parameter,Result,Value,Unit,Interpretation,Lab_Provider,Location_Confidence,Notes
122,B2_V7__Marc_o_26.pdf,Relatório Laboratorial - Físico-Química do Solo (Boletim de Análises),2601932,"Kiwi 1000, Lda",B2 - V7,Valença - Ganfei,"See boletim (Parcelário nº varies by block, stated on original report)",2026-03-03,+1 day typical,+5-6 days typical,Solo,Físico-química,Mehlich 3 / ICP-OES,Magnésio (MgO),Valor,62.9 mg/kg MgO (Médio),mg/kg,Magnésio extraível,"A2 Análises Químicas, Lda (Guimarães, PT)",Confirmado (talhão explicitamente identificado no boletim),
123,B2_V7__Marc_o_26.pdf,Relatório Laboratorial - Físico-Química do Solo (Boletim de Análises),2601932,"Kiwi 1000, Lda",B2 - V7,Valença - Ganfei,"See boletim (Parcelário nº varies by block, stated on original report)",2026-03-03,+1 day typical,+5-6 days typical,Solo,Físico-química,Mehlich 3 / ICP-OES,Enxofre (S),Valor,9.2 mg/kg S (Médio),mg/kg,Enxofre extraível,"A2 Análises Químicas, Lda (Guimarães, PT)",Confirmado (talhão explicitamente identificado no boletim),
124,B2_V7__Marc_o_26.pdf,Relatório Laboratorial - Físico-Química do Solo (Boletim de Análises),2601932,"Kiwi 1000, Lda",B2 - V7,Valença - Ganfei,"See boletim (Parcelário nº varies by block, stated on original report)",2026-03-03,+1 day typical,+5-6 days typical,Solo,Físico-química,Mehlich 3 / ICP-OES,Ferro (Fe),Valor,293 mg/kg Fe (Alto),mg/kg,Ferro extraível,"A2 Análises Químicas, Lda (Guimarães, PT)",Confirmado (talhão explicitamente identificado no boletim),
125,B2_V7__Marc_o_26.pdf,Relatório Laboratorial - Físico-Química do Solo (Boletim de Análises),2601932,"Kiwi 1000, Lda",B2 - V7,Valença - Ganfei,"See boletim (Parcelário nº varies by block, stated on original report)",2026-03-03,+1 day typical,+5-6 days typical,Solo,Físico-química,Mehlich 3 / ICP-OES,Manganês (Mn),Valor,<10 mg/kg Mn (Muito baixo),mg/kg,Manganês extraível,"A2 Análises Químicas, Lda (Guimarães, PT)",Confirmado (talhão explicitamente identificado no boletim),
126,B3_7ha_Marc_o_26.pdf,Relatório Laboratorial - Físico-Química do Solo (Boletim de Análises),2601934,"Kiwi 1000, Lda",B3 - 7 ha,Valença - Ganfei,"See boletim (Parcelário nº varies by block, stated on original report)",2026-03-03,+1 day typical,+5-6 days typical,Solo,Físico-química,ISO 10390 / Potenciometria,pH (H2O),Valor,5.6 (Ácido - precisa 3t/ha calcário),unidades de pH,Classe de reação do solo,"A2 Análises Químicas, Lda (Guimarães, PT)",Confirmado (talhão explicitamente identificado no boletim),
127,B3_7ha_Marc_o_26.pdf,Relatório Laboratorial - Físico-Química do Solo (Boletim de Análises),2601934,"Kiwi 1000, Lda",B3 - 7 ha,Valença - Ganfei,"See boletim (Parcelário nº varies by block, stated on original report)",2026-03-03,+1 day typical,+5-6 days typical,Solo,Físico-química,POS.027 / Sensorial or ISO 11277 Gravimetria,Textura,Classe,Franca,classe,Classificação da textura do solo,"A2 Análises Químicas, Lda (Guimarães, PT)",Confirmado (talhão explicitamente identificado no boletim),
128,B3_7ha_Marc_o_26.pdf,Relatório Laboratorial - Físico-Química do Solo (Boletim de Análises),2601934,"Kiwi 1000, Lda",B3 - 7 ha,Valença - Ganfei,"See boletim (Parcelário nº varies by block, stated on original report)",2026-03-03,+1 day typical,+5-6 days typical,Solo,Físico-química,EN 15936 / Cálculo,Matéria Orgânica (MO),Valor,1.6% (Média),%,Teor de matéria orgânica,"A2 Análises Químicas, Lda (Guimarães, PT)",Confirmado (talhão explicitamente identificado no boletim),
129,B3_7ha_Marc_o_26.pdf,Relatório Laboratorial - Físico-Química do Solo (Boletim de Análises),2601934,"Kiwi 1000, Lda",B3 - 7 ha,Valença - Ganfei,"See boletim (Parcelário nº varies by block, stated on original report)",2026-03-03,+1 day typical,+5-6 days typical,Solo,Físico-química,MI / Cálculo,Razão C:N,Valor,5.9 (Baixa),razão,Razão Carbono:Azoto,"A2 Análises Químicas, Lda (Guimarães, PT)",Confirmado (talhão explicitamente identificado no boletim),
130,B3_7ha_Marc_o_26.pdf,Relatório Laboratorial - Físico-Química do Solo (Boletim de Análises),2601934,"Kiwi 1000, Lda",B3 - 7 ha,Valença - Ganfei,"See boletim (Parcelário nº varies by block, stated on original report)",2026-03-03,+1 day typical,+5-6 days typical,Solo,Físico-química,POS.008 (Método de Dumas) / Analisador elementar,Azoto Total (N),Valor,0.16% N (Médio; 120 kg/ha N recomendado),%,Total nitrogen status vs corrective recommendation,"A2 Análises Químicas, Lda (Guimarães, PT)",Confirmado (talhão explicitamente identificado no boletim),
131,B3_7ha_Marc_o_26.pdf,Relatório Laboratorial - Físico-Química do Solo (Boletim de Análises),2601934,"Kiwi 1000, Lda",B3 - 7 ha,Valença - Ganfei,"See boletim (Parcelário nº varies by block, stated on original report)",2026-03-03,+1 day typical,+5-6 days typical,Solo,Físico-química,Mehlich 3 / ICP-OES,Fósforo (P2O5),Valor,107 mg/kg P2O5 (Alto),mg/kg,Fósforo extraível,"A2 Análises Químicas, Lda (Guimarães, PT)",Confirmado (talhão explicitamente identificado no boletim),
132,B3_7ha_Marc_o_26.pdf,Relatório Laboratorial - Físico-Química do Solo (Boletim de Análises),2601934,"Kiwi 1000, Lda",B3 - 7 ha,Valença - Ganfei,"See boletim (Parcelário nº varies by block, stated on original report)",2026-03-03,+1 day typical,+5-6 days typical,Solo,Físico-química,Mehlich 3 / ICP-OES,Potássio (K2O),Valor,74.7 mg/kg K2O (Alto),mg/kg,Potássio extraível,"A2 Análises Químicas, Lda (Guimarães, PT)",Confirmado (talhão explicitamente identificado no boletim),
133,B3_7ha_Marc_o_26.pdf,Relatório Laboratorial - Físico-Química do Solo (Boletim de Análises),2601934,"Kiwi 1000, Lda",B3 - 7 ha,Valença - Ganfei,"See boletim (Parcelário nº varies by block, stated on original report)",2026-03-03,+1 day typical,+5-6 days typical,Solo,Físico-química,Mehlich 3 / ICP-OES,Cálcio (CaO),Valor,<154 mg/kg CaO (Muito baixo),mg/kg,Cálcio extraível,"A2 Análises Químicas, Lda (Guimarães, PT)",Confirmado (talhão explicitamente identificado no boletim),
134,B3_7ha_Marc_o_26.pdf,Relatório Laboratorial - Físico-Química do Solo (Boletim de Análises),2601934,"Kiwi 1000, Lda",B3 - 7 ha,Valença - Ganfei,"See boletim (Parcelário nº varies by block, stated on original report)",2026-03-03,+1 day typical,+5-6 days typical,Solo,Físico-química,Mehlich 3 / ICP-OES,Magnésio (MgO),Valor,36.0 mg/kg MgO (Baixo),mg/kg,Magnésio extraível,"A2 Análises Químicas, Lda (Guimarães, PT)",Confirmado (talhão explicitamente identificado no boletim),
135,B3_7ha_Marc_o_26.pdf,Relatório Laboratorial - Físico-Química do Solo (Boletim de Análises),2601934,"Kiwi 1000, Lda",B3 - 7 ha,Valença - Ganfei,"See boletim (Parcelário nº varies by block, stated on original report)",2026-03-03,+1 day typical,+5-6 days typical,Solo,Físico-química,Mehlich 3 / ICP-OES,Enxofre (S),Valor,9.4 mg/kg S (Médio),mg/kg,Enxofre extraível,"A2 Análises Químicas, Lda (Guimarães, PT)",Confirmado (talhão explicitamente identificado no boletim),
136,B3_7ha_Marc_o_26.pdf,Relatório Laboratorial - Físico-Química do Solo (Boletim de Análises),2601934,"Kiwi 1000, Lda",B3 - 7 ha,Valença - Ganfei,"See boletim (Parcelário nº varies by block, stated on original report)",2026-03-03,+1 day typical,+5-6 days typical,Solo,Físico-química,Mehlich 3 / ICP-OES,Ferro (Fe),Valor,251 mg/kg Fe (Alto),mg/kg,Ferro extraível,"A2 Análises Químicas, Lda (Guimarães, PT)",Confirmado (talhão explicitamente identificado no boletim),
137,B3_7ha_Marc_o_26.pdf,Relatório Laboratorial - Físico-Química do Solo (Boletim de Análises),2601934,"Kiwi 1000, Lda",B3 - 7 ha,Valença - Ganfei,"See boletim (Parcelário nº varies by block, stated on original report)",2026-03-03,+1 day typical,+5-6 days typical,Solo,Físico-química,Mehlich 3 / ICP-OES,Manganês (Mn),Valor,<10 mg/kg Mn (Muito baixo),mg/kg,Manganês extraível,"A2 Análises Químicas, Lda (Guimarães, PT)",Confirmado (talhão explicitamente identificado no boletim),
138,B2_V7__Junho_26.pdf,Relatório Laboratorial - Físico-Química do Solo (Boletim de Análises),2606721,"Kiwi 1000, Lda",B2 - Zona 1 (V7),Valença - Ganfei,"See boletim (Parcelário nº varies by block, stated on original report)",2026-06-17,+1 day typical,+5-6 days typical,Solo,Físico-química,ISO 10390 / Potenciometria,pH (H2O),Valor,5.6 (Ácido - precisa 4t/ha calcário),unidades de pH,Classe de reação do solo,"A2 Análises Químicas, Lda (Guimarães, PT)",Confirmado (talhão explicitamente identificado no boletim),
139,B2_V7__Junho_26.pdf,Relatório Laboratorial - Físico-Química do Solo (Boletim de Análises),2606721,"Kiwi 1000, Lda",B2 - Zona 1 (V7),Valença - Ganfei,"See boletim (Parcelário nº varies by block, stated on original report)",2026-06-17,+1 day typical,+5-6 days typical,Solo,Físico-química,POS.027 / Sensorial or ISO 11277 Gravimetria,Textura,Classe,Argilosa,classe,Classificação da textura do solo,"A2 Análises Químicas, Lda (Guimarães, PT)",Confirmado (talhão explicitamente identificado no boletim),
140,B2_V7__Junho_26.pdf,Relatório Laboratorial - Físico-Química do Solo (Boletim de Análises),2606721,"Kiwi 1000, Lda",B2 - Zona 1 (V7),Valença - Ganfei,"See boletim (Parcelário nº varies by block, stated on original report)",2026-06-17,+1 day typical,+5-6 days typical,Solo,Físico-química,EN 15936 / Cálculo,Matéria Orgânica (MO),Valor,2.4% (Média),%,Teor de matéria orgânica,"A2 Análises Químicas, Lda (Guimarães, PT)",Confirmado (talhão explicitamente identificado no boletim),
141,B2_V7__Junho_26.pdf,Relatório Laboratorial - Físico-Química do Solo (Boletim de Análises),2606721,"Kiwi 1000, Lda",B2 - Zona 1 (V7),Valença - Ganfei,"See boletim (Parcelário nº varies by block, stated on original report)",2026-06-17,+1 day typical,+5-6 days typical,Solo,Físico-química,MI / Cálculo,Razão C:N,Valor,9.3,razão,Razão Carbono:Azoto,"A2 Análises Químicas, Lda (Guimarães, PT)",Confirmado (talhão explicitamente identificado no boletim),
142,B2_V7__Junho_26.pdf,Relatório Laboratorial - Físico-Química do Solo (Boletim de Análises),2606721,"Kiwi 1000, Lda",B2 - Zona 1 (V7),Valença - Ganfei,"See boletim (Parcelário nº varies by block, stated on original report)",2026-06-17,+1 day typical,+5-6 days typical,Solo,Físico-química,POS.008 (Método de Dumas) / Analisador elementar,Azoto Total (N),Valor,0.15% N (Médio; 120 kg/ha N recomendado),%,Total nitrogen status vs corrective recommendation,"A2 Análises Químicas, Lda (Guimarães, PT)",Confirmado (talhão explicitamente identificado no boletim),
143,B2_V7__Junho_26.pdf,Relatório Laboratorial - Físico-Química do Solo (Boletim de Análises),2606721,"Kiwi 1000, Lda",B2 - Zona 1 (V7),Valença - Ganfei,"See boletim (Parcelário nº varies by block, stated on original report)",2026-06-17,+1 day typical,+5-6 days typical,Solo,Físico-química,Mehlich 3 / ICP-OES,Fósforo (P2O5),Valor,222 mg/kg P2O5 (Excesso),mg/kg,Fósforo extraível,"A2 Análises Químicas, Lda (Guimarães, PT)",Confirmado (talhão explicitamente identificado no boletim),
144,B2_V7__Junho_26.pdf,Relatório Laboratorial - Físico-Química do Solo (Boletim de Análises),2606721,"Kiwi 1000, Lda",B2 - Zona 1 (V7),Valença - Ganfei,"See boletim (Parcelário nº varies by block, stated on original report)",2026-06-17,+1 day typical,+5-6 days typical,Solo,Físico-química,Mehlich 3 / ICP-OES,Potássio (K2O),Valor,93.5 mg/kg K2O (Alto),mg/kg,Potássio extraível,"A2 Análises Químicas, Lda (Guimarães, PT)",Confirmado (talhão explicitamente identificado no boletim),
145,B2_V7__Junho_26.pdf,Relatório Laboratorial - Físico-Química do Solo (Boletim de Análises),2606721,"Kiwi 1000, Lda",B2 - Zona 1 (V7),Valença - Ganfei,"See boletim (Parcelário nº varies by block, stated on original report)",2026-06-17,+1 day typical,+5-6 days typical,Solo,Físico-química,Mehlich 3 / ICP-OES,Cálcio (CaO),Valor,505 mg/kg CaO (Baixo),mg/kg,Cálcio extraível,"A2 Análises Químicas, Lda (Guimarães, PT)",Confirmado (talhão explicitamente identificado no boletim),
146,B2_V7__Junho_26.pdf,Relatório Laboratorial - Físico-Química do Solo (Boletim de Análises),2606721,"Kiwi 1000, Lda",B2 - Zona 1 (V7),Valença - Ganfei,"See boletim (Parcelário nº varies by block, stated on original report)",2026-06-17,+1 day typical,+5-6 days typical,Solo,Físico-química,Mehlich 3 / ICP-OES,Magnésio (MgO),Valor,93.0 mg/kg MgO (Médio),mg/kg,Magnésio extraível,"A2 Análises Químicas, Lda (Guimarães, PT)",Confirmado (talhão explicitamente identificado no boletim),
147,B2_V7__Junho_26.pdf,Relatório Laboratorial - Físico-Química do Solo (Boletim de Análises),2606721,"Kiwi 1000, Lda",B2 - Zona 1 (V7),Valença - Ganfei,"See boletim (Parcelário nº varies by block, stated on original report)",2026-06-17,+1 day typical,+5-6 days typical,Solo,Físico-química,Mehlich 3 / ICP-OES,Enxofre (S),Valor,12.7 mg/kg S (Médio),mg/kg,Enxofre extraível,"A2 Análises Químicas, Lda (Guimarães, PT)",Confirmado (talhão explicitamente identificado no boletim),
148,B2_V7__Junho_26.pdf,Relatório Laboratorial - Físico-Química do Solo (Boletim de Análises),2606721,"Kiwi 1000, Lda",B2 - Zona 1 (V7),Valença - Ganfei,"See boletim (Parcelário nº varies by block, stated on original report)",2026-06-17,+1 day typical,+5-6 days typical,Solo,Físico-química,Mehlich 3 / ICP-OES,Ferro (Fe),Valor,379 mg/kg Fe (Alto),mg/kg,Ferro extraível,"A2 Análises Químicas, Lda (Guimarães, PT)",Confirmado (talhão explicitamente identificado no boletim),
149,B2_V7__Junho_26.pdf,Relatório Laboratorial - Físico-Química do Solo (Boletim de Análises),2606721,"Kiwi 1000, Lda",B2 - Zona 1 (V7),Valença - Ganfei,"See boletim (Parcelário nº varies by block, stated on original report)",2026-06-17,+1 day typical,+5-6 days typical,Solo,Físico-química,Mehlich 3 / ICP-OES,Manganês (Mn),Valor,<10 mg/kg Mn (Baixo) / MnAI 39.5 (Alto),mg/kg,Manganês extraível,"A2 Análises Químicas, Lda (Guimarães, PT)",Confirmado (talhão explicitamente identificado no boletim),
150,B1_C1_Julho.pdf,Relatório Laboratorial - Físico-Química do Solo (Boletim de Análises),2607885,"Kiwi 1000, Lda",B1 C1,Not restated (client address = Valença),"See boletim (Parcelário nº varies by block, stated on original report)",2026-07-08,+1 day typical,+5-6 days typical,Solo,Físico-química,ISO 10390 / Potenciometria,pH (H2O),Valor,7.4 (Neutro),unidades de pH,Classe de reação do solo,"A2 Análises Químicas, Lda (Guimarães, PT)",Confirmado (talhão explicitamente identificado no boletim),
151,B1_C1_Julho.pdf,Relatório Laboratorial - Físico-Química do Solo (Boletim de Análises),2607885,"Kiwi 1000, Lda",B1 C1,Not restated (client address = Valença),"See boletim (Parcelário nº varies by block, stated on original report)",2026-07-08,+1 day typical,+5-6 days typical,Solo,Físico-química,POS.027 / Sensorial or ISO 11277 Gravimetria,Textura,Classe,Franco-Limosa,classe,Classificação da textura do solo,"A2 Análises Químicas, Lda (Guimarães, PT)",Confirmado (talhão explicitamente identificado no boletim),
152,B1_C1_Julho.pdf,Relatório Laboratorial - Físico-Química do Solo (Boletim de Análises),2607885,"Kiwi 1000, Lda",B1 C1,Not restated (client address = Valença),"See boletim (Parcelário nº varies by block, stated on original report)",2026-07-08,+1 day typical,+5-6 days typical,Solo,Físico-química,EN 15936 / Cálculo,Matéria Orgânica (MO),Valor,4.5% (Alta),%,Teor de matéria orgânica,"A2 Análises Químicas, Lda (Guimarães, PT)",Confirmado (talhão explicitamente identificado no boletim),
153,B1_C1_Julho.pdf,Relatório Laboratorial - Físico-Química do Solo (Boletim de Análises),2607885,"Kiwi 1000, Lda",B1 C1,Not restated (client address = Valença),"See boletim (Parcelário nº varies by block, stated on original report)",2026-07-08,+1 day typical,+5-6 days typical,Solo,Físico-química,MI / Cálculo,Razão C:N,Valor,11.3,razão,Razão Carbono:Azoto,"A2 Análises Químicas, Lda (Guimarães, PT)",Confirmado (talhão explicitamente identificado no boletim),
154,B1_C1_Julho.pdf,Relatório Laboratorial - Físico-Química do Solo (Boletim de Análises),2607885,"Kiwi 1000, Lda",B1 C1,Not restated (client address = Valença),"See boletim (Parcelário nº varies by block, stated on original report)",2026-07-08,+1 day typical,+5-6 days typical,Solo,Físico-química,POS.008 (Método de Dumas) / Analisador elementar,Azoto Total (N),Valor,0.23% N (Alto; 80 kg/ha N recomendado),%,Total nitrogen status vs corrective recommendation,"A2 Análises Químicas, Lda (Guimarães, PT)",Confirmado (talhão explicitamente identificado no boletim),
155,B1_C1_Julho.pdf,Relatório Laboratorial - Físico-Química do Solo (Boletim de Análises),2607885,"Kiwi 1000, Lda",B1 C1,Not restated (client address = Valença),"See boletim (Parcelário nº varies by block, stated on original report)",2026-07-08,+1 day typical,+5-6 days typical,Solo,Físico-química,Mehlich 3 / ICP-OES,Fósforo (P2O5),Valor,324 mg/kg P2O5 (Excesso),mg/kg,Fósforo extraível,"A2 Análises Químicas, Lda (Guimarães, PT)",Confirmado (talhão explicitamente identificado no boletim),
156,B1_C1_Julho.pdf,Relatório Laboratorial - Físico-Química do Solo (Boletim de Análises),2607885,"Kiwi 1000, Lda",B1 C1,Not restated (client address = Valença),"See boletim (Parcelário nº varies by block, stated on original report)",2026-07-08,+1 day typical,+5-6 days typical,Solo,Físico-química,Mehlich 3 / ICP-OES,Potássio (K2O),Valor,79.6 mg/kg K2O (Alto),mg/kg,Potássio extraível,"A2 Análises Químicas, Lda (Guimarães, PT)",Confirmado (talhão explicitamente identificado no boletim),
157,B1_C1_Julho.pdf,Relatório Laboratorial - Físico-Química do Solo (Boletim de Análises),2607885,"Kiwi 1000, Lda",B1 C1,Not restated (client address = Valença),"See boletim (Parcelário nº varies by block, stated on original report)",2026-07-08,+1 day typical,+5-6 days typical,Solo,Físico-química,Mehlich 3 / ICP-OES,Cálcio (CaO),Valor,4700 mg/kg CaO (Excesso),mg/kg,Cálcio extraível,"A2 Análises Químicas, Lda (Guimarães, PT)",Confirmado (talhão explicitamente identificado no boletim),
158,B1_C1_Julho.pdf,Relatório Laboratorial - Físico-Química do Solo (Boletim de Análises),2607885,"Kiwi 1000, Lda",B1 C1,Not restated (client address = Valença),"See boletim (Parcelário nº varies by block, stated on original report)",2026-07-08,+1 day typical,+5-6 days typical,Solo,Físico-química,Mehlich 3 / ICP-OES,Magnésio (MgO),Valor,242 mg/kg MgO (Excesso),mg/kg,Magnésio extraível,"A2 Análises Químicas, Lda (Guimarães, PT)",Confirmado (talhão explicitamente identificado no boletim),
159,B1_C1_Julho.pdf,Relatório Laboratorial - Físico-Química do Solo (Boletim de Análises),2607885,"Kiwi 1000, Lda",B1 C1,Not restated (client address = Valença),"See boletim (Parcelário nº varies by block, stated on original report)",2026-07-08,+1 day typical,+5-6 days typical,Solo,Físico-química,Mehlich 3 / ICP-OES,Enxofre (S),Valor,16.9 mg/kg S (Médio),mg/kg,Enxofre extraível,"A2 Análises Químicas, Lda (Guimarães, PT)",Confirmado (talhão explicitamente identificado no boletim),
160,B1_C1_Julho.pdf,Relatório Laboratorial - Físico-Química do Solo (Boletim de Análises),2607885,"Kiwi 1000, Lda",B1 C1,Not restated (client address = Valença),"See boletim (Parcelário nº varies by block, stated on original report)",2026-07-08,+1 day typical,+5-6 days typical,Solo,Físico-química,Mehlich 3 / ICP-OES,Ferro (Fe),Valor,237 mg/kg Fe (Alto),mg/kg,Ferro extraível,"A2 Análises Químicas, Lda (Guimarães, PT)",Confirmado (talhão explicitamente identificado no boletim),
161,B1_C1_Julho.pdf,Relatório Laboratorial - Físico-Química do Solo (Boletim de Análises),2607885,"Kiwi 1000, Lda",B1 C1,Not restated (client address = Valença),"See boletim (Parcelário nº varies by block, stated on original report)",2026-07-08,+1 day typical,+5-6 days typical,Solo,Físico-química,Mehlich 3 / ICP-OES,Manganês (Mn),Valor,18.1 mg/kg Mn (Médio) / MnAI 57.1 (Alto),mg/kg,Manganês extraível,"A2 Análises Químicas, Lda (Guimarães, PT)",Confirmado (talhão explicitamente identificado no boletim),
162,B1_C3_Julho.pdf,Relatório Laboratorial - Físico-Química do Solo (Boletim de Análises),2607886,"Kiwi 1000, Lda",B1 C3,Not restated (client address = Valença),"See boletim (Parcelário nº varies by block, stated on original report)",2026-07-08,+1 day typical,+5-6 days typical,Solo,Físico-química,ISO 10390 / Potenciometria,pH (H2O),Valor,5.2 (Muito ácido - precisa 6t/ha calcário),unidades de pH,Classe de reação do solo,"A2 Análises Químicas, Lda (Guimarães, PT)",Confirmado (talhão explicitamente identificado no boletim),
163,B1_C3_Julho.pdf,Relatório Laboratorial - Físico-Química do Solo (Boletim de Análises),2607886,"Kiwi 1000, Lda",B1 C3,Not restated (client address = Valença),"See boletim (Parcelário nº varies by block, stated on original report)",2026-07-08,+1 day typical,+5-6 days typical,Solo,Físico-química,POS.027 / Sensorial or ISO 11277 Gravimetria,Textura,Classe,Franca,classe,Classificação da textura do solo,"A2 Análises Químicas, Lda (Guimarães, PT)",Confirmado (talhão explicitamente identificado no boletim),
164,B1_C3_Julho.pdf,Relatório Laboratorial - Físico-Química do Solo (Boletim de Análises),2607886,"Kiwi 1000, Lda",B1 C3,Not restated (client address = Valença),"See boletim (Parcelário nº varies by block, stated on original report)",2026-07-08,+1 day typical,+5-6 days typical,Solo,Físico-química,EN 15936 / Cálculo,Matéria Orgânica (MO),Valor,2.1% (Média),%,Teor de matéria orgânica,"A2 Análises Químicas, Lda (Guimarães, PT)",Confirmado (talhão explicitamente identificado no boletim),
165,B1_C3_Julho.pdf,Relatório Laboratorial - Físico-Química do Solo (Boletim de Análises),2607886,"Kiwi 1000, Lda",B1 C3,Not restated (client address = Valença),"See boletim (Parcelário nº varies by block, stated on original report)",2026-07-08,+1 day typical,+5-6 days typical,Solo,Físico-química,MI / Cálculo,Razão C:N,Valor,12.0,razão,Razão Carbono:Azoto,"A2 Análises Químicas, Lda (Guimarães, PT)",Confirmado (talhão explicitamente identificado no boletim),
166,B1_C3_Julho.pdf,Relatório Laboratorial - Físico-Química do Solo (Boletim de Análises),2607886,"Kiwi 1000, Lda",B1 C3,Not restated (client address = Valença),"See boletim (Parcelário nº varies by block, stated on original report)",2026-07-08,+1 day typical,+5-6 days typical,Solo,Físico-química,POS.008 (Método de Dumas) / Analisador elementar,Azoto Total (N),Valor,0.10% N (Baixo; 120 kg/ha N recomendado),%,Total nitrogen status vs corrective recommendation,"A2 Análises Químicas, Lda (Guimarães, PT)",Confirmado (talhão explicitamente identificado no boletim),
167,B1_C3_Julho.pdf,Relatório Laboratorial - Físico-Química do Solo (Boletim de Análises),2607886,"Kiwi 1000, Lda",B1 C3,Not restated (client address = Valença),"See boletim (Parcelário nº varies by block, stated on original report)",2026-07-08,+1 day typical,+5-6 days typical,Solo,Físico-química,Mehlich 3 / ICP-OES,Fósforo (P2O5),Valor,174 mg/kg P2O5 (Excesso),mg/kg,Fósforo extraível,"A2 Análises Químicas, Lda (Guimarães, PT)",Confirmado (talhão explicitamente identificado no boletim),
168,B1_C3_Julho.pdf,Relatório Laboratorial - Físico-Química do Solo (Boletim de Análises),2607886,"Kiwi 1000, Lda",B1 C3,Not restated (client address = Valença),"See boletim (Parcelário nº varies by block, stated on original report)",2026-07-08,+1 day typical,+5-6 days typical,Solo,Físico-química,Mehlich 3 / ICP-OES,Potássio (K2O),Valor,81.1 mg/kg K2O (Alto),mg/kg,Potássio extraível,"A2 Análises Químicas, Lda (Guimarães, PT)",Confirmado (talhão explicitamente identificado no boletim),
169,B1_C3_Julho.pdf,Relatório Laboratorial - Físico-Química do Solo (Boletim de Análises),2607886,"Kiwi 1000, Lda",B1 C3,Not restated (client address = Valença),"See boletim (Parcelário nº varies by block, stated on original report)",2026-07-08,+1 day typical,+5-6 days typical,Solo,Físico-química,Mehlich 3 / ICP-OES,Cálcio (CaO),Valor,439 mg/kg CaO (Baixo),mg/kg,Cálcio extraível,"A2 Análises Químicas, Lda (Guimarães, PT)",Confirmado (talhão explicitamente identificado no boletim),
170,B1_C3_Julho.pdf,Relatório Laboratorial - Físico-Química do Solo (Boletim de Análises),2607886,"Kiwi 1000, Lda",B1 C3,Not restated (client address = Valença),"See boletim (Parcelário nº varies by block, stated on original report)",2026-07-08,+1 day typical,+5-6 days typical,Solo,Físico-química,Mehlich 3 / ICP-OES,Magnésio (MgO),Valor,79.4 mg/kg MgO (Médio),mg/kg,Magnésio extraível,"A2 Análises Químicas, Lda (Guimarães, PT)",Confirmado (talhão explicitamente identificado no boletim),
171,B1_C3_Julho.pdf,Relatório Laboratorial - Físico-Química do Solo (Boletim de Análises),2607886,"Kiwi 1000, Lda",B1 C3,Not restated (client address = Valença),"See boletim (Parcelário nº varies by block, stated on original report)",2026-07-08,+1 day typical,+5-6 days typical,Solo,Físico-química,Mehlich 3 / ICP-OES,Enxofre (S),Valor,14.1 mg/kg S (Médio),mg/kg,Enxofre extraível,"A2 Análises Químicas, Lda (Guimarães, PT)",Confirmado (talhão explicitamente identificado no boletim),
172,B1_C3_Julho.pdf,Relatório Laboratorial - Físico-Química do Solo (Boletim de Análises),2607886,"Kiwi 1000, Lda",B1 C3,Not restated (client address = Valença),"See boletim (Parcelário nº varies by block, stated on original report)",2026-07-08,+1 day typical,+5-6 days typical,Solo,Físico-química,Mehlich 3 / ICP-OES,Ferro (Fe),Valor,319 mg/kg Fe (Alto),mg/kg,Ferro extraível,"A2 Análises Químicas, Lda (Guimarães, PT)",Confirmado (talhão explicitamente identificado no boletim),
173,B1_C3_Julho.pdf,Relatório Laboratorial - Físico-Química do Solo (Boletim de Análises),2607886,"Kiwi 1000, Lda",B1 C3,Not restated (client address = Valença),"See boletim (Parcelário nº varies by block, stated on original report)",2026-07-08,+1 day typical,+5-6 days typical,Solo,Físico-química,Mehlich 3 / ICP-OES,Manganês (Mn),Valor,<10 mg/kg Mn (Baixo) / MnAI 58.3 (Alto),mg/kg,Manganês extraível,"A2 Análises Químicas, Lda (Guimarães, PT)",Confirmado (talhão explicitamente identificado no boletim),
174,B1_C4_Julho.pdf,Relatório Laboratorial - Físico-Química do Solo (Boletim de Análises),2607887,"Kiwi 1000, Lda",B1 C4,Not restated (client address = Valença),"See boletim (Parcelário nº varies by block, stated on original report)",2026-07-08,+1 day typical,+5-6 days typical,Solo,Físico-química,ISO 10390 / Potenciometria,pH (H2O),Valor,5.3 (Muito ácido - precisa 4.5t/ha calcário),unidades de pH,Classe de reação do solo,"A2 Análises Químicas, Lda (Guimarães, PT)",Confirmado (talhão explicitamente identificado no boletim),
175,B1_C4_Julho.pdf,Relatório Laboratorial - Físico-Química do Solo (Boletim de Análises),2607887,"Kiwi 1000, Lda",B1 C4,Not restated (client address = Valença),"See boletim (Parcelário nº varies by block, stated on original report)",2026-07-08,+1 day typical,+5-6 days typical,Solo,Físico-química,POS.027 / Sensorial or ISO 11277 Gravimetria,Textura,Classe,Franco-Arenosa,classe,Classificação da textura do solo,"A2 Análises Químicas, Lda (Guimarães, PT)",Confirmado (talhão explicitamente identificado no boletim),
